City,date,PM2.5,PM10,NO2,SO2
ANKLESHWAR,2015-02-09,33.0,92.0,21.0,14.0
ANKLESHWAR,2015-02-12,28.0,88.0,19.0,12.0
ANKLESHWAR,2015-02-16,30.0,95.0,21.0,14.0
ANKLESHWAR,2015-02-19,27.0,100.0,21.0,13.0
ANKLESHWAR,2015-02-23,32.0,81.0,20.0,14.0
ANKLESHWAR,2015-02-26,28.0,68.0,20.0,12.0
ANKLESHWAR,2015-03-02,33.0,98.0,21.0,14.0
ANKLESHWAR,2015-03-05,27.0,100.0,20.0,13.0
ANKLESHWAR,2015-03-09,36.0,90.0,22.0,15.0
ANKLESHWAR,2015-03-12,28.0,75.0,20.0,13.0
ANKLESHWAR,2015-03-16,31.0,68.0,19.0,11.0
ANKLESHWAR,2015-03-19,32.0,88.0,20.0,13.0
ANKLESHWAR,2015-03-23,30.0,83.0,21.0,14.0
ANKLESHWAR,2015-03-26,27.0,91.0,22.0,14.0
ANKLESHWAR,2015-05-08,26.0,82.0,20.0,17.0
ANKLESHWAR,2015-05-12,28.0,88.0,25.0,18.0
ANKLESHWAR,2015-05-15,29.0,88.0,23.0,20.0
ANKLESHWAR,2015-05-19,28.0,81.0,22.0,17.0
ANKLESHWAR,2015-05-22,30.0,83.0,20.0,18.0
ANKLESHWAR,2015-05-26,31.0,82.0,22.0,19.0
ANKLESHWAR,2015-05-29,29.0,80.0,16.0,11.0
ANKLESHWAR,2015-06-02,28.0,81.0,22.0,20.0
ANKLESHWAR,2015-06-05,34.0,82.0,24.0,19.0
ANKLESHWAR,2015-06-09,32.0,82.0,23.0,22.0
ANKLESHWAR,2015-06-12,30.0,79.0,21.0,17.0
ANKLESHWAR,2015-06-16,26.0,86.0,22.0,18.0
ANKLESHWAR,2015-06-19,30.0,80.0,22.0,18.0
ANKLESHWAR,2015-06-23,31.0,84.0,21.0,16.0
ANKLESHWAR,2015-06-26,29.0,79.0,22.0,17.0
ANKLESHWAR,2015-06-30,30.0,83.0,24.0,19.0
ANKLESHWAR,2015-07-03,30.0,84.0,24.0,19.0
ANKLESHWAR,2015-07-07,32.0,82.0,23.0,18.0
ANKLESHWAR,2015-07-10,29.0,78.0,23.0,18.0
ANKLESHWAR,2015-07-14,30.0,81.0,23.0,21.0
ANKLESHWAR,2015-07-17,34.0,89.0,25.0,19.0
ANKLESHWAR,2015-07-21,31.0,81.0,26.0,20.0
ANKLESHWAR,2015-07-24,28.0,80.0,19.0,18.0
ANKLESHWAR,2015-07-28,26.0,72.0,24.0,22.0
ANKLESHWAR,2015-07-31,29.0,81.0,24.0,17.0
ANKLESHWAR,2015-08-04,32.0,83.0,23.0,17.0
ANKLESHWAR,2015-08-07,29.0,80.0,23.0,20.0
ANKLESHWAR,2015-08-11,34.0,83.0,22.0,19.0
ANKLESHWAR,2015-08-14,36.0,84.0,23.0,20.0
ANKLESHWAR,2015-08-18,38.0,90.0,22.0,21.0
ANKLESHWAR,2015-08-21,35.0,78.0,23.0,20.0
ANKLESHWAR,2015-08-25,33.0,80.0,24.0,21.0
ANKLESHWAR,2015-08-28,37.0,85.0,21.0,18.0
ANKLESHWAR,2015-09-01,38.0,84.0,23.0,18.0
ANKLESHWAR,2015-09-04,40.0,87.0,23.0,18.0
ANKLESHWAR,2015-09-08,32.0,83.0,24.0,20.0
ANKLESHWAR,2015-09-11,33.0,78.0,24.0,20.0
ANKLESHWAR,2015-09-15,32.0,78.0,25.0,18.0
ANKLESHWAR,2015-09-18,36.0,84.0,22.0,17.0
ANKLESHWAR,2015-09-22,30.0,85.0,25.0,21.0
ANKLESHWAR,2015-09-25,34.0,84.0,22.0,19.0
ANKLESHWAR,2015-09-29,38.0,82.0,21.0,18.0
ANKLESHWAR,2015-10-02,36.0,81.0,21.0,17.0
ANKLESHWAR,2015-10-06,39.0,84.0,21.0,18.0
ANKLESHWAR,2015-10-09,34.0,84.0,21.0,20.0
ANKLESHWAR,2015-10-13,41.0,88.0,23.0,18.0
ANKLESHWAR,2015-10-16,33.0,81.0,22.0,19.0
ANKLESHWAR,2015-10-20,31.0,79.0,22.0,18.0
ANKLESHWAR,2015-10-23,40.0,87.0,22.0,21.0
ANKLESHWAR,2015-10-27,35.0,83.0,21.0,19.0
ANKLESHWAR,2015-10-30,33.0,80.0,22.0,19.0
ANKLESHWAR,2015-11-03,38.0,86.0,21.0,18.0
ANKLESHWAR,2015-11-06,36.0,83.0,20.0,18.0
ANKLESHWAR,2015-11-10,32.0,82.0,21.0,19.0
ANKLESHWAR,2015-11-13,40.0,87.0,21.0,20.0
ANKLESHWAR,2015-11-17,42.0,89.0,23.0,20.0
ANKLESHWAR,2015-11-20,33.0,85.0,19.0,18.0
ANKLESHWAR,2015-11-24,35.0,83.0,20.0,20.0
ANKLESHWAR,2015-11-27,31.0,83.0,21.0,20.0
ANKLESHWAR,2015-01-05,26.0,82.0,20.0,13.0
ANKLESHWAR,2015-01-08,29.0,70.0,21.0,14.0
ANKLESHWAR,2015-01-12,25.0,82.0,21.0,14.0
ANKLESHWAR,2015-01-15,28.0,76.0,20.0,12.0
ANKLESHWAR,2015-01-19,32.0,83.0,20.0,13.0
ANKLESHWAR,2015-01-22,36.0,94.0,18.0,12.0
ANKLESHWAR,2015-01-26,27.0,77.0,20.0,14.0
ANKLESHWAR,2015-01-29,28.0,68.0,19.0,13.0
ANKLESHWAR,2015-02-03,29.0,75.0,20.0,14.0
ANKLESHWAR,2015-02-06,32.0,83.0,19.0,12.0
ANKLESHWAR,2015-02-10,30.0,94.0,21.0,14.0
ANKLESHWAR,2015-02-13,28.0,78.0,20.0,12.0
ANKLESHWAR,2015-02-17,25.0,76.0,21.0,15.0
ANKLESHWAR,2015-02-20,33.0,91.0,20.0,13.0
ANKLESHWAR,2015-02-24,26.0,80.0,21.0,14.0
ANKLESHWAR,2015-02-27,34.0,86.0,21.0,13.0
ANKLESHWAR,2015-03-03,30.0,96.0,22.0,14.0
ANKLESHWAR,2015-03-06,26.0,94.0,19.0,13.0
ANKLESHWAR,2015-03-10,34.0,103.0,21.0,14.0
ANKLESHWAR,2015-03-13,31.0,95.0,20.0,12.0
ANKLESHWAR,2015-03-17,26.0,87.0,21.0,13.0
ANKLESHWAR,2015-03-20,30.0,94.0,22.0,15.0
ANKLESHWAR,2015-03-24,28.0,90.0,20.0,14.0
ANKLESHWAR,2015-03-27,33.0,77.0,20.0,13.0
ANKLESHWAR,2015-05-07,32.0,86.0,29.0,25.0
ANKLESHWAR,2015-05-11,29.0,92.0,26.0,23.0
ANKLESHWAR,2015-05-14,34.0,89.0,23.0,20.0
ANKLESHWAR,2015-05-18,31.0,85.0,28.0,26.0
ANKLESHWAR,2015-05-21,34.0,83.0,29.0,25.0
ANKLESHWAR,2015-05-25,36.0,82.0,23.0,20.0
ANKLESHWAR,2015-05-28,30.0,82.0,27.0,23.0
ANKLESHWAR,2015-06-01,34.0,86.0,26.0,24.0
ANKLESHWAR,2015-06-04,30.0,92.0,25.0,26.0
ANKLESHWAR,2015-06-08,35.0,83.0,25.0,23.0
ANKLESHWAR,2015-06-11,34.0,85.0,29.0,25.0
ANKLESHWAR,2015-06-15,29.0,83.0,27.0,25.0
ANKLESHWAR,2015-06-18,31.0,85.0,24.0,24.0
ANKLESHWAR,2015-06-22,36.0,80.0,28.0,24.0
ANKLESHWAR,2015-06-25,28.0,79.0,20.0,22.0
ANKLESHWAR,2015-06-29,34.0,88.0,26.0,24.0
ANKLESHWAR,2015-07-02,31.0,83.0,27.0,24.0
ANKLESHWAR,2015-07-06,35.0,84.0,28.0,26.0
ANKLESHWAR,2015-07-09,32.0,89.0,29.0,25.0
ANKLESHWAR,2015-07-13,40.0,89.0,29.0,26.0
ANKLESHWAR,2015-07-16,36.0,83.0,27.0,24.0
ANKLESHWAR,2015-07-20,29.0,77.0,22.0,23.0
ANKLESHWAR,2015-07-23,34.0,82.0,22.0,25.0
ANKLESHWAR,2015-07-27,30.0,62.0,30.0,25.0
ANKLESHWAR,2015-07-30,34.0,83.0,29.0,26.0
ANKLESHWAR,2015-08-03,34.0,85.0,26.0,24.0
ANKLESHWAR,2015-08-06,37.0,89.0,26.0,24.0
ANKLESHWAR,2015-08-10,41.0,82.0,26.0,25.0
ANKLESHWAR,2015-08-13,32.0,79.0,26.0,23.0
ANKLESHWAR,2015-08-17,35.0,87.0,25.0,23.0
ANKLESHWAR,2015-08-20,36.0,88.0,24.0,24.0
ANKLESHWAR,2015-08-24,38.0,80.0,25.0,22.0
ANKLESHWAR,2015-08-27,37.0,79.0,25.0,24.0
ANKLESHWAR,2015-08-31,35.0,83.0,26.0,25.0
ANKLESHWAR,2015-09-03,32.0,86.0,26.0,23.0
ANKLESHWAR,2015-09-07,38.0,89.0,25.0,21.0
ANKLESHWAR,2015-09-10,35.0,79.0,25.0,23.0
ANKLESHWAR,2015-09-14,42.0,83.0,24.0,24.0
ANKLESHWAR,2015-09-17,34.0,88.0,25.0,22.0
ANKLESHWAR,2015-09-21,32.0,89.0,25.0,25.0
ANKLESHWAR,2015-09-24,33.0,82.0,25.0,21.0
ANKLESHWAR,2015-09-28,36.0,85.0,26.0,24.0
ANKLESHWAR,2015-10-01,33.0,84.0,26.0,23.0
ANKLESHWAR,2015-10-05,35.0,82.0,23.0,23.0
ANKLESHWAR,2015-10-08,39.0,86.0,25.0,24.0
ANKLESHWAR,2015-10-12,37.0,89.0,24.0,22.0
ANKLESHWAR,2015-10-15,42.0,83.0,27.0,25.0
ANKLESHWAR,2015-10-19,40.0,85.0,26.0,24.0
ANKLESHWAR,2015-10-22,38.0,87.0,25.0,20.0
ANKLESHWAR,2015-10-26,36.0,83.0,23.0,23.0
ANKLESHWAR,2015-10-29,34.0,85.0,26.0,26.0
ANKLESHWAR,2015-11-02,30.0,84.0,23.0,22.0
ANKLESHWAR,2015-11-05,32.0,82.0,26.0,24.0
ANKLESHWAR,2015-11-09,34.0,83.0,25.0,25.0
ANKLESHWAR,2015-11-12,36.0,87.0,27.0,23.0
ANKLESHWAR,2015-11-16,40.0,91.0,27.0,25.0
ANKLESHWAR,2015-11-19,38.0,87.0,25.0,24.0
ANKLESHWAR,2015-11-23,34.0,84.0,26.0,22.0
ANKLESHWAR,2015-11-26,32.0,85.0,24.0,22.0
ANKLESHWAR,2015-11-30,36.0,81.0,24.0,24.0
VAPI,2015-01-06,26.0,75.0,19.0,12.0
VAPI,2015-01-09,31.0,90.0,20.0,13.0
VAPI,2015-01-13,22.0,79.0,18.0,12.0
VAPI,2015-01-16,35.0,81.0,20.0,13.0
VAPI,2015-01-20,28.0,91.0,21.0,14.0
VAPI,2015-01-23,26.0,86.0,17.0,11.0
VAPI,2015-01-27,30.0,70.0,18.0,11.0
VAPI,2015-01-30,27.0,84.0,20.0,12.0
VAPI,2015-02-02,27.0,83.0,20.0,13.0
VAPI,2015-02-05,34.0,91.0,18.0,11.0
VAPI,2015-02-09,29.0,73.0,19.0,12.0
VAPI,2015-02-12,26.0,85.0,21.0,14.0
VAPI,2015-02-16,31.0,92.0,20.0,13.0
VAPI,2015-02-19,25.0,83.0,21.0,14.0
VAPI,2015-02-23,28.0,75.0,19.0,12.0
VAPI,2015-02-26,36.0,86.0,21.0,13.0
VAPI,2015-03-02,30.0,85.0,20.0,13.0
VAPI,2015-03-05,26.0,76.0,20.0,14.0
VAPI,2015-03-09,29.0,68.0,20.0,12.0
VAPI,2015-03-12,33.0,83.0,21.0,14.0
VAPI,2015-03-16,25.0,78.0,19.0,11.0
VAPI,2015-03-19,37.0,93.0,21.0,13.0
VAPI,2015-03-23,32.0,100.0,20.0,12.0
VAPI,2015-03-26,29.0,89.0,20.0,13.0
Bharuch,2015-01-02,33.0,87.0,21.0,13.0
Bharuch,2015-01-07,28.0,89.0,20.0,13.0
Bharuch,2015-01-11,26.0,93.0,21.0,14.0
Bharuch,2015-01-14,30.0,78.0,20.0,12.0
Bharuch,2015-01-18,25.0,76.0,21.0,13.0
Bharuch,2015-01-21,29.0,84.0,22.0,15.0
Bharuch,2015-01-25,32.0,80.0,23.0,14.0
Bharuch,2015-01-28,31.0,82.0,20.0,12.0
Bharuch,2015-02-01,29.0,82.0,21.0,14.0
Bharuch,2015-02-04,25.0,86.0,21.0,13.0
Bharuch,2015-02-08,33.0,92.0,22.0,15.0
Bharuch,2015-02-11,26.0,77.0,21.0,13.0
Bharuch,2015-02-15,30.0,83.0,21.0,14.0
Bharuch,2015-02-18,32.0,89.0,18.0,12.0
Bharuch,2015-02-22,29.0,94.0,20.0,13.0
Bharuch,2015-02-25,26.0,79.0,21.0,14.0
Bharuch,2015-03-01,31.0,83.0,22.0,14.0
Bharuch,2015-03-04,26.0,80.0,19.0,13.0
Bharuch,2015-03-08,32.0,94.0,21.0,15.0
Bharuch,2015-03-11,29.0,79.0,20.0,12.0
Bharuch,2015-03-15,30.0,92.0,21.0,15.0
Bharuch,2015-03-18,33.0,90.0,19.0,13.0
Bharuch,2015-03-22,31.0,87.0,21.0,14.0
Bharuch,2015-03-25,28.0,79.0,21.0,14.0
Bharuch,2015-01-05,27.0,82.0,21.0,13.0
Bharuch,2015-01-09,30.0,86.0,20.0,12.0
Bharuch,2015-01-12,26.0,68.0,20.0,13.0
Bharuch,2015-01-16,29.0,82.0,22.0,15.0
Bharuch,2015-01-19,32.0,91.0,21.0,14.0
Bharuch,2015-01-23,23.0,77.0,23.0,13.0
Bharuch,2015-01-26,36.0,80.0,20.0,12.0
Bharuch,2015-01-30,31.0,73.0,22.0,14.0
Bharuch,2015-02-02,30.0,87.0,21.0,14.0
Bharuch,2015-02-05,28.0,82.0,21.0,13.0
Bharuch,2015-02-09,31.0,76.0,22.0,15.0
Bharuch,2015-02-12,36.0,93.0,22.0,14.0
Bharuch,2015-02-16,33.0,84.0,19.0,12.0
Bharuch,2015-02-19,27.0,81.0,21.0,13.0
Bharuch,2015-02-23,31.0,73.0,20.0,13.0
Bharuch,2015-02-26,26.0,83.0,21.0,14.0
Bharuch,2015-03-02,28.0,76.0,21.0,13.0
Bharuch,2015-03-05,32.0,83.0,22.0,14.0
Bharuch,2015-03-09,30.0,80.0,21.0,15.0
Bharuch,2015-03-12,32.0,92.0,21.0,13.0
Bharuch,2015-03-16,35.0,79.0,20.0,13.0
Bharuch,2015-03-19,27.0,85.0,20.0,13.0
Bharuch,2015-03-23,37.0,93.0,19.0,12.0
Bharuch,2015-03-26,30.0,83.0,21.0,13.0
Bhuj,2015-01-05,29.0,79.0,21.0,13.0
Bhuj,2015-01-08,24.0,81.0,20.0,14.0
Bhuj,2015-01-12,33.0,94.0,20.0,11.0
Bhuj,2015-01-15,27.0,85.0,21.0,14.0
Bhuj,2015-01-19,36.0,92.0,21.0,13.0
Bhuj,2015-01-22,32.0,87.0,21.0,14.0
Bhuj,2015-01-26,24.0,78.0,19.0,13.0
Bhuj,2015-01-29,31.0,88.0,22.0,14.0
Bhuj,2015-02-02,33.0,92.0,21.0,13.0
Bhuj,2015-02-05,28.0,85.0,21.0,14.0
Bhuj,2015-02-09,29.0,90.0,20.0,14.0
Bhuj,2015-02-12,26.0,87.0,21.0,12.0
Bhuj,2015-02-16,32.0,76.0,21.0,14.0
Bhuj,2015-02-19,35.0,93.0,22.0,14.0
Bhuj,2015-02-23,27.0,86.0,19.0,12.0
Bhuj,2015-02-26,30.0,83.0,21.0,14.0
Bhuj,2015-03-02,34.0,88.0,20.0,14.0
Bhuj,2015-03-05,26.0,73.0,21.0,13.0
Bhuj,2015-03-09,33.0,87.0,22.0,15.0
Bhuj,2015-03-12,35.0,91.0,21.0,13.0
Bhuj,2015-03-16,30.0,83.0,19.0,11.0
Bhuj,2015-03-19,32.0,96.0,22.0,15.0
Bhuj,2015-03-23,27.0,78.0,19.0,13.0
Bhuj,2015-03-26,31.0,90.0,22.0,14.0
MORBI,2015-01-08,31.0,92.0,21.0,13.0
MORBI,2015-01-12,39.0,104.0,20.0,12.0
MORBI,2015-01-15,32.0,100.0,21.0,14.0
MORBI,2015-01-19,40.0,96.0,19.0,13.0
MORBI,2015-01-22,28.0,90.0,22.0,15.0
MORBI,2015-01-26,34.0,87.0,20.0,14.0
MORBI,2015-01-29,29.0,94.0,21.0,13.0
MORBI,2015-02-02,36.0,94.0,22.0,14.0
MORBI,2015-02-05,30.0,89.0,20.0,13.0
MORBI,2015-02-09,37.0,96.0,21.0,14.0
MORBI,2015-02-12,40.0,101.0,22.0,15.0
MORBI,2015-02-16,34.0,95.0,20.0,13.0
MORBI,2015-02-19,33.0,103.0,20.0,14.0
MORBI,2015-02-23,35.0,93.0,19.0,13.0
MORBI,2015-02-26,32.0,97.0,19.0,14.0
MORBI,2015-03-02,37.0,88.0,22.0,14.0
MORBI,2015-03-05,41.0,99.0,21.0,14.0
MORBI,2015-03-09,36.0,96.0,20.0,13.0
MORBI,2015-03-12,37.0,104.0,21.0,15.0
MORBI,2015-03-16,33.0,94.0,20.0,14.0
MORBI,2015-03-19,30.0,95.0,22.0,15.0
MORBI,2015-03-23,36.0,103.0,20.0,13.0
MORBI,2015-03-26,34.0,95.0,22.0,15.0
MORBI,2015-01-08,29.0,87.0,20.0,13.0
MORBI,2015-01-12,36.0,93.0,21.0,14.0
MORBI,2015-01-15,34.0,98.0,20.0,12.0
MORBI,2015-01-19,32.0,85.0,21.0,14.0
MORBI,2015-01-22,30.0,95.0,19.0,13.0
MORBI,2015-01-26,28.0,86.0,22.0,15.0
MORBI,2015-01-29,31.0,84.0,21.0,13.0
MORBI,2015-02-03,32.0,86.0,20.0,14.0
MORBI,2015-02-06,30.0,91.0,20.0,13.0
MORBI,2015-02-10,32.0,89.0,22.0,14.0
MORBI,2015-02-13,34.0,94.0,22.0,15.0
MORBI,2015-02-17,29.0,86.0,20.0,14.0
MORBI,2015-02-20,36.0,95.0,19.0,12.0
MORBI,2015-02-24,31.0,85.0,21.0,14.0
MORBI,2015-02-27,30.0,85.0,21.0,14.0
MORBI,2015-03-03,32.0,83.0,22.0,14.0
MORBI,2015-03-06,36.0,96.0,20.0,13.0
MORBI,2015-03-10,31.0,88.0,22.0,15.0
MORBI,2015-03-13,39.0,93.0,19.0,12.0
MORBI,2015-03-17,33.0,92.0,21.0,14.0
MORBI,2015-03-20,30.0,95.0,20.0,13.0
MORBI,2015-03-24,36.0,104.0,21.0,14.0
MORBI,2015-03-27,34.0,90.0,21.0,15.0
SANAND,2015-01-08,38.0,99.0,22.0,13.0
SANAND,2015-01-12,27.0,97.0,22.0,15.0
SANAND,2015-01-15,23.0,84.0,21.0,16.0
SANAND,2015-01-19,29.0,101.0,22.0,13.0
SANAND,2015-01-22,33.0,84.0,22.0,14.0
SANAND,2015-01-26,30.0,96.0,19.0,12.0
SANAND,2015-01-29,26.0,83.0,21.0,14.0
SANAND,2015-02-02,34.0,93.0,21.0,13.0
SANAND,2015-02-05,36.0,88.0,21.0,13.0
SANAND,2015-02-09,33.0,102.0,21.0,14.0
SANAND,2015-02-12,25.0,84.0,21.0,15.0
SANAND,2015-02-16,39.0,103.0,22.0,15.0
SANAND,2015-02-19,36.0,94.0,20.0,13.0
SANAND,2015-02-23,29.0,98.0,22.0,15.0
SANAND,2015-02-26,31.0,86.0,22.0,14.0
SANAND,2015-03-02,32.0,89.0,21.0,14.0
SANAND,2015-03-05,40.0,101.0,23.0,15.0
SANAND,2015-03-09,35.0,95.0,20.0,12.0
SANAND,2015-03-12,31.0,96.0,23.0,16.0
SANAND,2015-03-16,26.0,81.0,21.0,14.0
SANAND,2015-03-19,37.0,99.0,21.0,15.0
SANAND,2015-03-23,32.0,87.0,21.0,14.0
SANAND,2015-03-26,34.0,100.0,21.0,14.0
Sarigam,2015-01-05,34.0,95.0,21.0,13.0
Sarigam,2015-01-08,36.0,86.0,22.0,14.0
Sarigam,2015-01-12,29.0,93.0,21.0,14.0
Sarigam,2015-01-15,31.0,91.0,19.0,12.0
Sarigam,2015-01-19,25.0,84.0,21.0,15.0
Sarigam,2015-01-22,30.0,80.0,21.0,14.0
Sarigam,2015-01-26,33.0,94.0,20.0,14.0
Sarigam,2015-01-29,29.0,84.0,22.0,15.0
Sarigam,2015-02-03,30.0,94.0,21.0,14.0
Sarigam,2015-02-06,33.0,83.0,21.0,13.0
Sarigam,2015-02-10,35.0,96.0,19.0,13.0
Sarigam,2015-02-13,32.0,88.0,23.0,15.0
Sarigam,2015-02-17,26.0,80.0,21.0,14.0
Sarigam,2015-02-20,31.0,78.0,21.0,14.0
Sarigam,2015-02-24,37.0,92.0,21.0,14.0
Sarigam,2015-02-27,28.0,87.0,22.0,15.0
Sarigam,2015-03-03,33.0,96.0,20.0,13.0
Sarigam,2015-03-06,28.0,83.0,22.0,15.0
Sarigam,2015-03-10,31.0,81.0,22.0,15.0
Sarigam,2015-03-13,35.0,86.0,21.0,14.0
Sarigam,2015-03-17,32.0,91.0,20.0,14.0
Sarigam,2015-03-20,30.0,87.0,22.0,14.0
Sarigam,2015-03-24,34.0,85.0,21.0,14.0
Sarigam,2015-03-27,31.0,93.0,21.0,14.0
Bhopal,2014-04-01,91.0,135.0,21.0,2.0
Bhopal,2014-06-01,102.0,124.0,27.0,2.0
Bhopal,2014-11-01,96.0,268.0,23.0,2.0
Bhopal,2014-01-13,148.0,246.0,23.0,3.0
Bhopal,2014-01-18,35.0,101.0,22.0,2.0
Bhopal,2014-01-20,116.0,152.0,28.0,2.0
Bhopal,2014-01-25,182.0,177.0,22.0,2.0
Bhopal,2014-01-27,77.0,254.0,30.0,2.0
Bhopal,2014-01-02,96.0,215.0,21.0,2.0
Bhopal,2014-03-02,109.0,159.0,23.0,2.0
Bhopal,2014-08-02,77.0,131.0,29.0,2.0
Bhopal,2014-10-02,135.0,161.0,27.0,2.0
Bhopal,2014-02-15,91.0,177.0,26.0,2.0
Bhopal,2014-02-22,66.0,176.0,24.0,2.0
Bhopal,2014-02-24,144.0,171.0,22.0,2.0
Bhopal,2014-01-03,52.0,155.0,23.0,2.0
Bhopal,2014-08-03,64.0,116.0,23.0,2.0
Bhopal,2014-10-03,44.0,113.0,21.0,2.0
Bhopal,2014-03-22,85.0,133.0,20.0,2.0
Bhopal,2014-03-24,106.0,148.0,17.0,2.0
Bhopal,2014-03-29,85.0,116.0,16.0,2.0
Bhopal,2014-03-31,102.0,104.0,25.0,2.0
Bhopal,2014-05-04,32.0,130.0,20.0,2.0
Bhopal,2014-07-04,45.0,156.0,23.0,2.0
Bhopal,2014-12-04,99.0,204.0,20.0,2.0
Bhopal,2014-04-14,32.0,116.0,20.0,2.0
Bhopal,2014-04-19,23.0,147.0,18.0,2.0
Bhopal,2014-04-21,122.0,137.0,24.0,2.0
Bhopal,2014-04-26,24.0,159.0,21.0,2.0
Bhopal,2014-03-05,18.0,171.0,29.0,2.0
Bhopal,2014-05-05,22.0,145.0,32.0,2.0
Bhopal,2014-10-05,31.0,114.0,19.0,2.0
Bhopal,2014-12-05,162.0,140.0,24.0,2.0
Bhopal,2014-05-17,36.0,140.0,23.0,2.0
Bhopal,2014-05-24,5.0,98.0,22.0,2.0
Bhopal,2014-05-26,126.0,112.0,18.0,2.0
Bhopal,2014-02-06,52.0,126.0,31.0,2.0
Bhopal,2014-07-06,18.0,163.0,18.0,2.0
Bhopal,2014-09-06,76.0,150.0,22.0,2.0
Bhopal,2014-06-14,22.0,121.0,24.0,2.0
Bhopal,2014-06-16,23.0,177.0,25.0,2.0
Bhopal,2014-06-21,47.0,142.0,24.0,2.0
Bhopal,2014-06-23,27.0,115.0,30.0,3.0
Bhopal,2014-06-28,43.0,173.0,22.0,2.0
Bhopal,2014-06-30,61.0,79.0,25.0,2.0
Bhopal,2014-05-07,74.0,129.0,26.0,2.0
Bhopal,2014-07-07,71.0,133.0,23.0,2.0
Bhopal,2014-02-08,65.0,81.0,49.0,2.0
Bhopal,2014-04-08,6.0,141.0,26.0,2.0
Bhopal,2014-08-16,18.0,196.0,27.0,2.0
Bhopal,2014-08-23,49.0,133.0,23.0,2.0
Bhopal,2014-08-30,22.0,63.0,28.0,2.0
Bhopal,2014-01-09,140.0,155.0,23.0,2.0
Bhopal,2014-08-09,143.0,116.0,23.0,2.0
Bhopal,2014-09-13,22.0,113.0,21.0,2.0
Bhopal,2014-09-22,124.0,148.0,17.0,2.0
Bhopal,2014-09-29,7.0,104.0,25.0,2.0
Bhopal,2014-04-10,77.0,121.0,13.0,2.0
Bhopal,2014-06-10,64.0,102.0,17.0,3.0
Bhopal,2014-11-10,33.0,157.0,23.0,2.0
Bhopal,2014-10-20,32.0,174.0,12.0,2.0
Bhopal,2014-10-25,59.0,67.0,18.0,2.0
Bhopal,2014-10-27,162.0,136.0,19.0,2.0
Bhopal,2014-01-11,209.0,143.0,12.0,2.0
Bhopal,2014-03-11,71.0,133.0,8.0,2.0
Bhopal,2014-08-11,51.0,188.0,13.0,2.0
Bhopal,2014-10-11,132.0,175.0,11.0,2.0
Bhopal,2014-11-15,16.0,201.0,17.0,2.0
Bhopal,2014-11-17,134.0,159.0,21.0,2.0
Bhopal,2014-11-22,22.0,247.0,9.0,2.0
Bhopal,2014-11-24,153.0,234.0,8.0,2.0
Bhopal,2014-11-29,138.0,177.0,6.0,2.0
Bhopal,2014-01-12,98.0,128.0,12.0,2.0
Bhopal,2014-06-12,25.0,163.0,16.0,2.0
Bhopal,2014-08-12,42.0,273.0,7.0,2.0
Bhopal,2014-12-13,67.0,105.0,8.0,2.0
Bhopal,2014-12-15,106.0,161.0,10.0,2.0
Bhopal,2014-12-20,57.0,262.0,12.0,2.0
Bhopal,2014-12-22,145.0,253.0,13.0,2.0
Bhopal,2014-12-27,123.0,148.0,5.0,2.0
Bhopal,2014-12-29,127.0,158.0,7.0,2.0
Bhopal,2014-01-01,81.0,198.0,18.0,2.0
Bhopal,2014-03-01,101.0,185.0,28.0,2.0
Bhopal,2014-08-01,114.0,151.0,36.0,2.0
Bhopal,2014-10-01,51.0,140.0,31.0,3.0
Bhopal,2014-01-15,49.0,125.0,29.0,2.0
Bhopal,2014-01-17,85.0,121.0,23.0,2.0
Bhopal,2014-01-24,76.0,108.0,31.0,3.0
Bhopal,2014-01-29,141.0,198.0,17.0,2.0
Bhopal,2014-01-31,41.0,280.0,31.0,2.0
Bhopal,2014-05-02,53.0,137.0,28.0,2.0
Bhopal,2014-07-02,78.0,168.0,19.0,2.0
Bhopal,2014-12-02,29.0,129.0,46.0,2.0
Bhopal,2014-02-14,53.0,145.0,23.0,2.0
Bhopal,2014-02-19,174.0,146.0,23.0,2.0
Bhopal,2014-02-21,114.0,203.0,17.0,3.0
Bhopal,2014-02-28,98.0,179.0,27.0,2.0
Bhopal,2014-05-03,8.0,131.0,22.0,2.0
Bhopal,2014-07-03,116.0,99.0,22.0,2.0
Bhopal,2014-12-03,25.0,108.0,22.0,2.0
Bhopal,2014-03-14,76.0,105.0,22.0,2.0
Bhopal,2014-03-19,5.0,134.0,21.0,2.0
Bhopal,2014-03-21,31.0,121.0,18.0,2.0
Bhopal,2014-03-26,44.0,89.0,22.0,2.0
Bhopal,2014-03-28,75.0,105.0,18.0,2.0
Bhopal,2014-02-04,33.0,111.0,22.0,2.0
Bhopal,2014-04-04,26.0,120.0,20.0,2.0
Bhopal,2014-09-04,31.0,111.0,24.0,2.0
Bhopal,2014-11-04,25.0,102.0,16.0,2.0
Bhopal,2014-04-23,36.0,106.0,20.0,2.0
Bhopal,2014-04-30,24.0,145.0,15.0,2.0
Bhopal,2014-02-05,18.0,84.0,22.0,2.0
Bhopal,2014-09-05,18.0,180.0,33.0,2.0
Bhopal,2014-05-21,40.0,131.0,20.0,2.0
Bhopal,2014-05-23,23.0,169.0,20.0,2.0
Bhopal,2014-05-28,50.0,123.0,18.0,2.0
Bhopal,2014-05-30,9.0,113.0,27.0,2.0
