City,date,PM2.5,PM10,NO2,SO2
Ahmedabad,2014-06-19,36.0,109.0,22.33333333,13.91666667
Ahmedabad,2014-06-23,30.0,100.0,24.13333333,15.566666670000002
Ahmedabad,2014-06-26,35.0,101.6666667,22.5,15.38333333
Ahmedabad,2014-06-30,36.0,90.33333333,21.95,14.61666667
Ahmedabad,2014-03-07,33.0,82.33333333,23.15,14.08333333
Ahmedabad,2014-07-07,25.0,75.0,22.7,15.41666667
Ahmedabad,2014-10-07,42.0,101.0,20.91666667,13.61666667
Ahmedabad,2014-07-14,38.0,99.0,22.51666667,14.3
Ahmedabad,2014-07-17,31.0,83.66666667,21.63333333,12.48333333
Ahmedabad,2014-07-21,45.0,104.6666667,23.6,14.816666670000002
Ahmedabad,2014-07-26,42.0,111.0,23.14,15.1
Ahmedabad,2014-07-28,35.0,96.0,21.8,12.816666670000002
Ahmedabad,2014-02-08,29.0,86.0,23.18333333,14.6
Ahmedabad,2014-11-08,39.0,75.66666667,24.45,14.41666667
Ahmedabad,2014-08-14,42.0,107.3333333,21.63333333,13.68333333
Ahmedabad,2014-08-18,44.0,99.0,22.93333333,14.23333333
Ahmedabad,2014-08-21,47.0,108.3333333,22.95,13.3
Ahmedabad,2014-08-25,45.0,105.5,23.825,15.125
Ahmedabad,2014-08-28,40.0,84.0,22.6,13.98333333
Ahmedabad,2014-06-01,23.0,66.0,19.0,13.0
Ahmedabad,2014-09-01,25.0,63.0,20.0,14.0
Ahmedabad,2014-01-13,22.0,93.0,19.0,13.0
Ahmedabad,2014-01-16,26.0,75.0,18.0,14.0
Ahmedabad,2014-01-20,29.0,81.0,20.0,14.0
Ahmedabad,2014-01-23,27.0,85.0,22.0,14.0
Ahmedabad,2014-01-27,22.0,81.0,18.0,14.0
Ahmedabad,2014-01-30,30.0,85.0,18.0,13.0
Ahmedabad,2014-03-02,31.0,90.0,20.0,14.0
Ahmedabad,2014-06-02,25.0,73.0,21.0,14.0
Ahmedabad,2014-10-02,24.0,79.0,18.0,15.0
Ahmedabad,2014-02-13,25.0,84.0,21.0,15.0
Ahmedabad,2014-02-17,26.0,79.0,20.0,15.0
Ahmedabad,2014-02-20,25.0,83.0,18.0,14.0
Ahmedabad,2014-02-24,27.0,85.0,18.0,16.0
Ahmedabad,2014-02-27,26.0,83.0,20.0,16.0
Ahmedabad,2014-03-03,32.0,81.0,19.0,13.0
Ahmedabad,2014-06-03,31.0,86.0,20.0,14.0
Ahmedabad,2014-10-03,26.0,80.0,16.0,13.0
Ahmedabad,2014-03-13,27.0,78.0,15.0,14.0
Ahmedabad,2014-03-17,33.0,85.0,16.0,12.0
Ahmedabad,2014-03-20,25.0,90.0,15.0,15.0
Ahmedabad,2014-03-24,29.0,88.0,15.0,14.0
Ahmedabad,2014-03-27,36.0,95.0,14.0,13.0
Ahmedabad,2014-03-31,34.0,89.0,20.0,15.0
Ahmedabad,2014-03-04,32.0,85.0,21.0,15.0
Ahmedabad,2014-07-04,35.0,92.0,20.0,13.0
Ahmedabad,2014-10-04,31.0,84.0,20.0,14.0
Ahmedabad,2014-04-14,36.0,93.0,20.0,14.0
Ahmedabad,2014-04-17,28.0,86.0,21.0,15.0
Ahmedabad,2014-04-21,30.0,88.0,21.0,16.0
Ahmedabad,2014-04-24,38.0,97.0,19.0,15.0
Ahmedabad,2014-04-28,35.0,90.0,19.0,14.0
Ahmedabad,2014-01-05,27.0,65.0,18.0,14.0
Ahmedabad,2014-05-05,39.0,102.0,21.0,15.0
Ahmedabad,2014-08-05,43.0,96.0,20.0,15.0
Ahmedabad,2014-12-05,36.0,92.0,22.0,15.0
Ahmedabad,2014-05-15,48.0,98.0,21.0,14.0
Ahmedabad,2014-05-19,32.0,87.0,24.0,16.0
Ahmedabad,2014-05-22,41.0,110.0,21.0,13.0
Ahmedabad,2014-05-26,28.0,93.0,22.0,14.0
Ahmedabad,2014-05-29,33.0,104.0,21.0,13.0
Ahmedabad,2014-02-06,31.0,93.0,23.0,15.0
Ahmedabad,2014-05-06,37.0,106.0,21.0,13.0
Ahmedabad,2014-09-06,35.0,105.0,21.0,14.0
Ahmedabad,2014-12-06,41.0,98.0,20.0,13.0
Ahmedabad,2014-06-16,26.0,87.0,21.0,13.0
Ahmedabad,2014-06-19,39.0,100.0,23.0,14.0
Ahmedabad,2014-06-23,32.0,96.0,22.0,13.0
Ahmedabad,2014-06-26,28.0,98.0,22.0,14.0
Ahmedabad,2014-06-30,36.0,78.0,21.0,12.0
Ahmedabad,2014-03-07,33.0,86.0,21.0,13.0
Ahmedabad,2014-07-07,30.0,78.0,22.0,14.0
Ahmedabad,2014-10-07,39.0,95.0,20.0,13.0
Ahmedabad,2014-07-14,28.0,83.0,20.0,12.0
Ahmedabad,2014-07-17,32.0,88.0,22.0,13.0
Ahmedabad,2014-07-21,26.0,82.0,20.0,13.0
Ahmedabad,2014-07-26,37.0,91.0,21.0,13.0
Ahmedabad,2014-07-28,36.0,90.0,21.0,13.0
Ahmedabad,2014-02-08,29.0,82.0,21.0,14.0
Ahmedabad,2014-04-08,38.0,82.0,21.0,12.0
Ahmedabad,2014-07-08,34.0,91.0,21.0,13.0
Ahmedabad,2014-11-08,25.0,86.0,20.0,12.0
Ahmedabad,2014-08-14,32.0,92.0,21.0,14.0
Ahmedabad,2014-08-18,36.0,90.0,20.0,13.0
Ahmedabad,2014-08-21,31.0,89.0,20.0,12.0
Ahmedabad,2014-08-25,38.0,94.0,22.0,14.0
Ahmedabad,2014-08-28,25.0,74.0,21.0,13.0
Ahmedabad,2014-06-01,22.0,72.0,19.0,14.0
Ahmedabad,2014-09-01,29.0,68.0,22.0,14.0
Ahmedabad,2014-01-13,27.0,72.0,22.0,13.0
Ahmedabad,2014-01-16,25.0,75.0,21.0,14.0
Ahmedabad,2014-01-20,21.0,85.0,19.0,15.0
Ahmedabad,2014-01-23,23.0,71.0,20.0,15.0
Ahmedabad,2014-01-27,32.0,79.0,20.0,13.0
Ahmedabad,2014-01-30,24.0,64.0,21.0,15.0
Ahmedabad,2014-03-02,26.0,83.0,20.0,13.0
Ahmedabad,2014-06-02,29.0,75.0,19.0,13.0
Ahmedabad,2014-10-02,31.0,80.0,20.0,15.0
Ahmedabad,2014-02-13,29.0,78.0,21.0,14.0
Ahmedabad,2014-02-17,26.0,73.0,19.0,14.0
Ahmedabad,2014-02-20,28.0,90.0,20.0,16.0
Ahmedabad,2014-02-24,27.0,80.0,18.0,14.0
Ahmedabad,2014-02-27,25.0,77.0,22.0,14.0
Ahmedabad,2014-03-03,19.0,73.0,20.0,12.0
Ahmedabad,2014-06-03,26.0,71.0,21.0,14.0
Ahmedabad,2014-10-03,21.0,82.0,19.0,15.0
Ahmedabad,2014-03-13,20.0,77.0,22.0,13.0
Ahmedabad,2014-03-17,23.0,83.0,21.0,12.0
Ahmedabad,2014-03-20,25.0,85.0,20.0,13.0
Ahmedabad,2014-03-24,24.0,95.0,17.0,13.0
Ahmedabad,2014-03-27,27.0,76.0,19.0,14.0
Ahmedabad,2014-03-31,27.0,87.0,20.0,14.0
Ahmedabad,2014-03-04,25.0,77.0,19.0,15.0
Ahmedabad,2014-07-04,28.0,83.0,22.0,16.0
Ahmedabad,2014-10-04,30.0,90.0,22.0,16.0
Ahmedabad,2014-04-14,25.0,75.0,20.0,14.0
Ahmedabad,2014-04-17,31.0,89.0,21.0,14.0
Ahmedabad,2014-04-21,29.0,88.0,20.0,13.0
Ahmedabad,2014-04-24,32.0,97.0,20.0,14.0
Ahmedabad,2014-04-28,28.0,83.0,19.0,14.0
Ahmedabad,2014-01-05,24.0,67.0,18.0,12.0
Ahmedabad,2014-05-05,35.0,87.0,21.0,14.0
Ahmedabad,2014-08-05,32.0,90.0,21.0,15.0
Ahmedabad,2014-12-05,36.0,84.0,21.0,13.0
Ahmedabad,2014-05-15,41.0,101.0,22.0,15.0
Ahmedabad,2014-05-19,37.0,93.0,22.0,13.0
Ahmedabad,2014-05-22,33.0,92.0,21.0,12.0
Ahmedabad,2014-05-26,26.0,87.0,21.0,14.0
Ahmedabad,2014-05-29,30.0,95.0,21.0,14.0
Ahmedabad,2014-02-06,26.0,98.0,18.0,12.0
Ahmedabad,2014-05-06,30.0,91.0,18.0,12.0
Ahmedabad,2014-09-06,23.0,74.0,20.0,13.0
Ahmedabad,2014-12-06,32.0,83.0,20.0,12.0
Ahmedabad,2014-06-16,26.0,82.0,18.0,11.0
Ahmedabad,2014-06-19,29.0,91.0,19.0,11.0
Ahmedabad,2014-06-23,22.0,81.0,19.0,12.0
Ahmedabad,2014-06-26,24.0,82.0,20.0,12.0
Ahmedabad,2014-06-30,28.0,72.0,17.0,10.0
Ahmedabad,2014-03-07,31.0,87.0,18.0,10.0
Ahmedabad,2014-07-07,23.0,60.0,19.0,12.0
Ahmedabad,2014-10-07,24.0,76.0,18.0,11.0
Ahmedabad,2014-07-14,25.0,84.0,18.0,11.0
Ahmedabad,2014-07-17,30.0,83.0,18.0,10.0
Ahmedabad,2014-07-21,33.0,79.0,18.0,11.0
Ahmedabad,2014-07-26,28.0,97.0,19.0,11.0
Ahmedabad,2014-07-28,23.0,75.0,18.0,11.0
Ahmedabad,2014-02-08,25.0,76.0,19.0,10.0
Ahmedabad,2014-04-08,28.0,76.0,20.0,13.0
Ahmedabad,2014-07-08,26.0,81.0,20.0,13.0
Ahmedabad,2014-11-08,25.0,70.0,19.0,11.0
Ahmedabad,2014-08-14,34.0,85.0,19.0,10.0
Ahmedabad,2014-08-18,28.0,88.0,20.0,10.0
Ahmedabad,2014-08-21,33.0,80.0,20.0,10.0
Ahmedabad,2014-08-25,24.0,86.0,19.0,11.0
Ahmedabad,2014-08-28,31.0,85.0,19.0,10.0
Ahmedabad,2014-06-01,19.0,73.0,20.0,14.0
Ahmedabad,2014-09-01,21.0,76.0,18.0,14.0
Ahmedabad,2014-01-13,25.0,84.0,20.0,14.0
Ahmedabad,2014-01-16,22.0,65.0,22.0,14.0
Ahmedabad,2014-01-20,26.0,82.0,19.0,14.0
Ahmedabad,2014-01-23,23.0,72.0,17.0,14.0
Ahmedabad,2014-01-27,29.0,78.0,20.0,14.0
Ahmedabad,2014-01-30,30.0,83.0,20.0,13.0
Ahmedabad,2014-03-02,28.0,83.0,21.0,14.0
Ahmedabad,2014-06-02,31.0,86.0,21.0,15.0
Ahmedabad,2014-10-02,24.0,88.0,22.0,15.0
Ahmedabad,2014-02-13,26.0,72.0,18.0,15.0
Ahmedabad,2014-02-17,22.0,83.0,18.0,16.0
Ahmedabad,2014-02-20,29.0,84.0,23.0,15.0
Ahmedabad,2014-02-24,28.0,83.0,19.0,15.0
Ahmedabad,2014-02-27,31.0,90.0,18.0,16.0
Ahmedabad,2014-03-03,21.0,74.0,19.0,14.0
Ahmedabad,2014-06-03,24.0,86.0,21.0,14.0
Ahmedabad,2014-10-03,23.0,80.0,20.0,12.0
Ahmedabad,2014-03-13,26.0,82.0,20.0,13.0
Ahmedabad,2014-03-17,28.0,74.0,23.0,15.0
Ahmedabad,2014-03-20,33.0,95.0,22.0,14.0
Ahmedabad,2014-03-24,32.0,79.0,22.0,13.0
Ahmedabad,2014-03-27,29.0,78.0,23.0,13.0
Ahmedabad,2014-03-31,25.0,78.0,20.0,14.0
Ahmedabad,2014-03-04,33.0,88.0,21.0,14.0
Ahmedabad,2014-07-04,32.0,82.0,22.0,14.0
Ahmedabad,2014-10-04,28.0,72.0,19.0,16.0
Ahmedabad,2014-04-14,38.0,96.0,22.0,15.0
Ahmedabad,2014-04-17,35.0,90.0,21.0,15.0
Ahmedabad,2014-04-21,33.0,84.0,21.0,14.0
Ahmedabad,2014-04-24,34.0,81.0,20.0,14.0
Ahmedabad,2014-04-28,36.0,86.0,21.0,14.0
Ahmedabad,2014-01-05,29.0,67.0,20.0,13.0
Ahmedabad,2014-05-05,35.0,87.0,21.0,14.0
Ahmedabad,2014-08-05,32.0,90.0,21.0,15.0
Ahmedabad,2014-12-05,36.0,84.0,21.0,13.0
Ahmedabad,2014-05-15,41.0,101.0,22.0,15.0
Ahmedabad,2014-05-19,37.0,93.0,22.0,13.0
Ahmedabad,2014-05-22,33.0,92.0,21.0,12.0
Ahmedabad,2014-05-26,26.0,87.0,21.0,14.0
Ahmedabad,2014-05-29,30.0,95.0,21.0,14.0
Ahmedabad,2014-02-06,28.0,85.0,19.0,12.0
Ahmedabad,2014-05-06,33.0,91.0,18.0,12.0
Ahmedabad,2014-09-06,24.0,77.0,21.0,14.0
Ahmedabad,2014-12-06,30.0,79.0,19.0,12.0
Ahmedabad,2014-06-16,26.0,81.0,20.0,12.0
Ahmedabad,2014-06-19,29.0,74.0,19.0,13.0
Ahmedabad,2014-06-23,23.0,75.0,21.0,14.0
Ahmedabad,2014-06-26,25.0,71.0,20.0,13.0
Ahmedabad,2014-06-30,31.0,76.0,21.0,13.0
Ahmedabad,2014-03-07,35.0,90.0,19.0,12.0
Ahmedabad,2014-07-07,30.0,86.0,21.0,13.0
Ahmedabad,2014-10-07,36.0,91.0,20.0,13.0
Ahmedabad,2014-07-14,26.0,73.0,21.0,14.0
Ahmedabad,2014-07-17,29.0,91.0,19.0,11.0
Ahmedabad,2014-07-21,31.0,78.0,20.0,13.0
Ahmedabad,2014-07-26,34.0,96.0,20.0,13.0
Ahmedabad,2014-07-28,25.0,88.0,20.0,11.0
Ahmedabad,2014-02-08,28.0,78.0,20.0,12.0
Ahmedabad,2014-04-08,36.0,89.0,20.0,12.0
Ahmedabad,2014-07-08,27.0,88.0,21.0,13.0
Ahmedabad,2014-11-08,33.0,94.0,20.0,12.0
Ahmedabad,2014-08-14,38.0,99.0,21.0,12.0
Ahmedabad,2014-08-18,35.0,95.0,21.0,13.0
Ahmedabad,2014-08-21,37.0,90.0,20.0,11.0
Ahmedabad,2014-08-25,39.0,97.0,21.0,13.0
Ahmedabad,2014-08-28,30.0,85.0,20.0,12.0
Ahmedabad,2014-06-01,23.0,66.0,19.0,13.0
Ahmedabad,2014-09-01,29.0,86.0,20.0,15.0
Ahmedabad,2014-01-13,26.0,74.0,18.0,14.0
Ahmedabad,2014-01-16,25.0,77.0,17.0,13.0
Ahmedabad,2014-01-20,30.0,95.0,20.0,14.0
Ahmedabad,2014-01-23,21.0,82.0,20.0,15.0
Ahmedabad,2014-01-27,27.0,78.0,21.0,13.0
Ahmedabad,2014-01-30,24.0,84.0,20.0,14.0
Ahmedabad,2014-03-02,28.0,82.0,19.0,13.0
Ahmedabad,2014-06-02,23.0,72.0,17.0,15.0
Ahmedabad,2014-10-02,30.0,86.0,18.0,14.0
Ahmedabad,2014-02-13,30.0,82.0,20.0,14.0
Ahmedabad,2014-02-17,29.0,80.0,19.0,15.0
Ahmedabad,2014-02-20,27.0,76.0,21.0,15.0
Ahmedabad,2014-02-24,26.0,72.0,17.0,14.0
Ahmedabad,2014-02-27,24.0,84.0,18.0,14.0
Ahmedabad,2014-03-03,26.0,71.0,18.0,10.0
Ahmedabad,2014-06-03,23.0,86.0,17.0,11.0
Ahmedabad,2014-10-03,28.0,80.0,18.0,9.0
Ahmedabad,2014-03-13,21.0,96.0,20.0,9.0
Ahmedabad,2014-03-17,29.0,69.0,17.0,11.0
Ahmedabad,2014-03-20,25.0,85.0,15.0,9.0
Ahmedabad,2014-03-24,27.0,92.0,12.0,10.0
Ahmedabad,2014-03-27,22.0,85.0,13.0,15.0
Ahmedabad,2014-03-31,23.0,79.0,16.0,10.0
Ahmedabad,2014-03-04,25.0,80.0,18.0,12.0
Ahmedabad,2014-07-04,31.0,83.0,19.0,11.0
Ahmedabad,2014-10-04,25.0,87.0,17.0,10.0
Ahmedabad,2014-04-14,24.0,77.0,18.0,10.0
Ahmedabad,2014-04-17,29.0,88.0,17.0,12.0
Ahmedabad,2014-04-21,26.0,82.0,18.0,13.0
Ahmedabad,2014-04-24,28.0,87.0,16.0,11.0
Ahmedabad,2014-04-28,23.0,81.0,16.0,11.0
Ahmedabad,2014-01-05,20.0,57.0,15.0,9.0
Ahmedabad,2014-05-05,26.0,84.0,18.0,12.0
Ahmedabad,2014-08-05,24.0,88.0,20.0,13.0
Ahmedabad,2014-12-05,35.0,94.0,21.0,13.0
Ahmedabad,2014-05-15,30.0,90.0,22.0,14.0
Ahmedabad,2014-05-19,26.0,77.0,22.0,13.0
Ahmedabad,2014-05-22,28.0,102.0,20.0,12.0
Ahmedabad,2014-05-26,25.0,82.0,22.0,13.0
Ahmedabad,2014-05-29,32.0,89.0,19.0,12.0
Ahmedabad,2014-02-06,31.0,81.0,17.0,11.0
Ahmedabad,2014-05-06,33.0,84.0,19.0,12.0
Ahmedabad,2014-09-06,28.0,85.0,18.0,12.0
Ahmedabad,2014-12-06,24.0,81.0,20.0,13.0
Ahmedabad,2014-06-16,30.0,72.0,19.0,13.0
Ahmedabad,2014-06-19,32.0,89.0,17.0,12.0
Ahmedabad,2014-06-23,25.0,74.0,20.0,13.0
Ahmedabad,2014-06-26,26.0,80.0,18.0,12.0
Ahmedabad,2014-06-30,32.0,69.0,18.0,11.0
Ahmedabad,2014-03-07,37.0,86.0,19.0,12.0
Ahmedabad,2014-07-07,26.0,80.0,21.0,13.0
Ahmedabad,2014-10-07,33.0,76.0,19.0,12.0
Ahmedabad,2014-07-14,35.0,75.0,20.0,12.0
Ahmedabad,2014-07-17,31.0,83.0,19.0,12.0
Ahmedabad,2014-07-21,28.0,78.0,20.0,13.0
Ahmedabad,2014-07-26,33.0,72.0,19.0,11.0
Ahmedabad,2014-07-28,30.0,77.0,19.0,11.0
Ahmedabad,2014-02-08,27.0,75.0,20.0,12.0
Ahmedabad,2014-04-08,31.0,67.0,20.0,11.0
Ahmedabad,2014-07-08,35.0,84.0,20.0,11.0
Ahmedabad,2014-11-08,32.0,80.0,20.0,11.0
Ahmedabad,2014-08-14,29.0,86.0,21.0,13.0
Ahmedabad,2014-08-18,27.0,90.0,20.0,11.0
Ahmedabad,2014-08-21,31.0,85.0,20.0,12.0
Ahmedabad,2014-08-25,36.0,88.0,20.0,11.0
Ahmedabad,2014-08-28,31.0,73.0,19.0,11.0
Ahmedabad,2014-06-01,28.0,72.0,20.0,14.0
Ahmedabad,2014-09-01,24.0,83.0,18.0,14.0
Ahmedabad,2014-01-13,29.0,92.0,20.0,15.0
Ahmedabad,2014-01-16,37.0,70.0,20.0,17.0
Ahmedabad,2014-01-20,19.0,94.0,18.0,14.0
Ahmedabad,2014-01-23,22.0,80.0,17.0,14.0
Ahmedabad,2014-01-27,25.0,75.0,20.0,14.0
Ahmedabad,2014-01-30,27.0,89.0,20.0,15.0
Ahmedabad,2014-03-02,27.0,76.0,18.0,15.0
Ahmedabad,2014-06-02,29.0,80.0,21.0,14.0
Ahmedabad,2014-10-02,31.0,84.0,20.0,12.0
Ahmedabad,2014-02-13,28.0,83.0,20.0,14.0
Ahmedabad,2014-02-17,26.0,82.0,18.0,14.0
Ahmedabad,2014-02-20,32.0,85.0,19.0,14.0
Ahmedabad,2014-02-24,26.0,80.0,19.0,14.0
Ahmedabad,2014-02-27,23.0,75.0,21.0,15.0
Ahmedabad,2014-03-03,23.0,67.0,17.0,12.0
Ahmedabad,2014-06-03,29.0,86.0,16.0,13.0
Ahmedabad,2014-10-03,21.0,74.0,18.0,11.0
Ahmedabad,2014-03-13,34.0,76.0,17.0,12.0
Ahmedabad,2014-03-17,24.0,81.0,17.0,11.0
Ahmedabad,2014-03-20,35.0,84.0,17.0,11.0
Ahmedabad,2014-03-24,28.0,80.0,18.0,12.0
Ahmedabad,2014-03-27,20.0,78.0,17.0,13.0
Ahmedabad,2014-03-31,32.0,87.0,17.0,13.0
Ahmedabad,2014-03-04,28.0,71.0,17.0,13.0
Ahmedabad,2014-07-04,31.0,86.0,18.0,13.0
Ahmedabad,2014-10-04,25.0,75.0,17.0,12.0
Ahmedabad,2014-04-14,33.0,85.0,17.0,13.0
Ahmedabad,2014-04-17,26.0,79.0,19.0,13.0
Ahmedabad,2014-04-21,35.0,82.0,17.0,11.0
Ahmedabad,2014-04-24,33.0,84.0,18.0,12.0
Ahmedabad,2014-04-28,29.0,77.0,19.0,14.0
Ahmedabad,2014-01-05,21.0,68.0,15.0,9.0
Ahmedabad,2014-05-05,26.0,88.0,18.0,12.0
Ahmedabad,2014-08-05,31.0,80.0,20.0,13.0
Ahmedabad,2014-12-05,29.0,86.0,20.0,13.0
Ahmedabad,2014-05-15,34.0,97.0,21.0,13.0
Ahmedabad,2014-05-19,25.0,79.0,22.0,14.0
Ahmedabad,2014-05-22,30.0,80.0,21.0,12.0
Ahmedabad,2014-05-26,29.0,98.0,23.0,14.0
Ahmedabad,2014-05-29,25.0,82.0,21.0,12.0
Ahmedabad,2014-02-06,29.0,87.0,16.0,12.0
Ahmedabad,2014-05-06,32.0,85.0,20.0,13.0
Ahmedabad,2014-09-06,30.0,81.0,18.0,11.0
Ahmedabad,2014-12-06,22.0,86.0,19.0,12.0
Ahmedabad,2014-06-16,31.0,89.0,19.0,11.0
Ahmedabad,2014-06-19,25.0,78.0,19.0,12.0
Ahmedabad,2014-06-23,28.0,95.0,19.0,12.0
Ahmedabad,2014-06-26,24.0,90.0,18.0,12.0
Ahmedabad,2014-07-14,28.0,82.0,19.0,11.0
Ahmedabad,2014-07-17,32.0,85.0,21.0,13.0
Ahmedabad,2014-07-21,23.0,85.0,20.0,11.0
Ahmedabad,2014-07-26,25.0,76.0,19.0,12.0
Ahmedabad,2014-07-28,24.0,82.0,20.0,12.0
Ahmedabad,2014-02-08,26.0,83.0,20.0,12.0
Ahmedabad,2014-05-08,28.0,80.0,21.0,12.0
Ahmedabad,2014-07-08,23.0,72.0,21.0,12.0
Ahmedabad,2014-11-08,34.0,83.0,20.0,12.0
Ahmedabad,2014-08-14,41.0,97.0,20.0,12.0
Ahmedabad,2014-08-18,38.0,87.0,19.0,10.0
Ahmedabad,2014-08-21,37.0,88.0,21.0,12.0
Ahmedabad,2014-08-25,33.0,93.0,20.0,12.0
Ahmedabad,2014-08-28,27.0,77.0,20.0,11.0
Ankleshwar,2014-06-01,23.0,83.0,22.0,21.0
Ankleshwar,2014-09-01,31.0,91.0,23.0,23.0
Ankleshwar,2014-01-13,29.0,92.0,25.0,24.0
Ankleshwar,2014-01-16,30.0,96.0,23.0,22.0
Ankleshwar,2014-01-20,33.0,93.0,22.0,22.0
Ankleshwar,2014-01-23,26.0,83.0,21.0,21.0
Ankleshwar,2014-01-27,29.0,88.0,23.0,24.0
Ankleshwar,2014-01-30,35.0,88.0,24.0,22.0
Ankleshwar,2014-03-02,27.0,88.0,16.0,13.0
Ankleshwar,2014-06-02,25.0,81.0,19.0,14.0
Ankleshwar,2014-10-02,23.0,84.0,17.0,11.0
Ankleshwar,2014-02-13,28.0,94.0,17.0,14.0
Ankleshwar,2014-02-17,24.0,86.0,15.0,12.0
Ankleshwar,2014-02-20,26.0,92.0,16.0,15.0
Ankleshwar,2014-02-24,25.0,95.0,15.0,13.0
Ankleshwar,2014-02-27,29.0,88.0,17.0,15.0
Ankleshwar,2014-04-03,30.0,85.0,20.0,15.0
Ankleshwar,2014-06-03,32.0,90.0,21.0,13.0
Ankleshwar,2014-10-03,31.0,82.0,19.0,14.0
Ankleshwar,2014-03-13,28.0,78.0,22.0,14.0
Ankleshwar,2014-03-17,30.0,80.0,21.0,14.0
Ankleshwar,2014-03-20,33.0,93.0,20.0,14.0
Ankleshwar,2014-03-24,32.0,83.0,20.0,14.0
Ankleshwar,2014-03-27,31.0,88.0,19.0,13.0
Ankleshwar,2014-03-31,42.0,92.0,23.0,16.0
Ankleshwar,2014-03-04,36.0,94.0,24.0,16.0
Ankleshwar,2014-07-04,38.0,91.0,23.0,15.0
Ankleshwar,2014-10-04,36.0,94.0,24.0,16.0
Ankleshwar,2014-04-14,40.0,93.0,24.0,15.0
Ankleshwar,2014-04-17,38.0,96.0,24.0,16.0
Ankleshwar,2014-04-21,42.0,95.0,22.0,15.0
Ankleshwar,2014-04-24,34.0,96.0,23.0,15.0
Ankleshwar,2014-04-28,28.0,85.0,24.0,18.0
Ankleshwar,2014-01-05,22.0,73.0,23.0,20.0
Ankleshwar,2014-05-05,36.0,88.0,23.0,15.0
Ankleshwar,2014-08-05,42.0,95.0,24.0,14.0
Ankleshwar,2014-12-05,45.0,101.0,23.0,14.0
Ankleshwar,2014-05-15,33.0,93.0,26.0,16.0
Ankleshwar,2014-05-19,35.0,88.0,24.0,16.0
Ankleshwar,2014-05-22,40.0,104.0,25.0,15.0
Ankleshwar,2014-05-26,35.0,89.0,25.0,15.0
Ankleshwar,2014-05-29,40.0,95.0,23.0,15.0
Ankleshwar,2014-02-06,29.0,84.0,22.0,14.0
Ankleshwar,2014-05-06,31.0,79.0,20.0,13.0
Ankleshwar,2014-09-06,38.0,95.0,19.0,13.0
Ankleshwar,2014-12-06,33.0,106.0,22.0,14.0
Ankleshwar,2014-06-16,31.0,86.0,21.0,13.0
Ankleshwar,2014-06-19,24.0,88.0,20.0,12.0
Ankleshwar,2014-06-23,28.0,86.0,23.0,15.0
Ankleshwar,2014-06-26,27.0,87.0,21.0,14.0
Ankleshwar,2014-06-30,27.0,87.0,23.0,15.0
Ankleshwar,2014-03-07,25.0,89.0,21.0,14.0
Ankleshwar,2014-07-07,31.0,106.0,22.0,14.0
Ankleshwar,2014-10-07,34.0,108.0,23.0,16.0
Ankleshwar,2014-07-14,28.0,86.0,22.0,14.0
Ankleshwar,2014-07-17,30.0,97.0,21.0,13.0
Ankleshwar,2014-07-21,32.0,100.0,22.0,15.0
Ankleshwar,2014-04-08,25.0,79.0,21.0,13.0
Ankleshwar,2014-07-08,29.0,85.0,19.0,12.0
Ankleshwar,2014-11-08,28.0,92.0,21.0,13.0
Ankleshwar,2014-08-14,31.0,84.0,20.0,13.0
Ankleshwar,2014-08-18,33.0,94.0,19.0,11.0
Ankleshwar,2014-08-21,26.0,86.0,20.0,13.0
Ankleshwar,2014-08-25,28.0,90.0,20.0,13.0
Ankleshwar,2014-08-28,27.0,84.0,21.0,13.0
Ankleshwar,2014-01-09,24.0,81.0,19.0,13.0
Ankleshwar,2014-04-09,27.0,83.0,20.0,13.0
Ankleshwar,2014-08-09,23.0,78.0,17.0,11.0
Ankleshwar,2014-11-09,29.0,87.0,21.0,14.0
Ankleshwar,2014-09-15,26.0,91.0,20.0,13.0
Ankleshwar,2014-09-18,25.0,82.0,18.0,13.0
Ankleshwar,2014-09-22,31.0,96.0,17.0,12.0
Ankleshwar,2014-09-25,22.0,75.0,22.0,14.0
Ankleshwar,2014-09-29,24.0,83.0,20.0,13.0
Ankleshwar,2014-02-10,26.0,90.0,20.0,14.0
Ankleshwar,2014-06-10,24.0,85.0,22.0,14.0
Ankleshwar,2014-09-10,28.0,81.0,20.0,13.0
Ankleshwar,2014-10-13,31.0,90.0,21.0,14.0
Ankleshwar,2014-10-16,27.0,79.0,21.0,13.0
Ankleshwar,2014-10-20,34.0,92.0,20.0,13.0
Ankleshwar,2014-10-23,32.0,85.0,21.0,14.0
Ankleshwar,2014-10-27,29.0,81.0,20.0,12.0
Ankleshwar,2014-10-30,31.0,91.0,21.0,14.0
Ankleshwar,2014-03-11,24.0,86.0,21.0,14.0
Ankleshwar,2014-06-11,28.0,79.0,21.0,14.0
Ankleshwar,2014-10-11,31.0,87.0,22.0,14.0
Ankleshwar,2014-11-13,27.0,75.0,22.0,15.0
Ankleshwar,2014-11-17,34.0,84.0,20.0,13.0
Ankleshwar,2014-11-20,32.0,92.0,22.0,15.0
Ankleshwar,2014-11-24,29.0,81.0,22.0,13.0
Ankleshwar,2014-11-27,31.0,87.0,21.0,14.0
Ankleshwar,2014-01-12,28.0,79.0,21.0,14.0
Ankleshwar,2014-04-12,24.0,83.0,20.0,13.0
